product_name	allergens	countries_en	nutriscore_grade	energy-kcal_100g	fat_100g	saturated-fat_100g	carbohydrates_100g	sugars_100g	proteins_100g	level_1	level_2	level_3
 multigrain hot cereal, summer berry		United States	b	357.0	4.29	0.71	74.29	20.0	11.43	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Peach almond multigrain hot cereal		United States	c	387.0	8.0	1.33	70.67	25.33	10.67	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 bow-ties		United States		357.0	1.79	0.0	73.21	3.57	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Thin pizza crust	en:gluten	United States	a	298.0	5.26	0.0	54.39	1.75	8.77	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Crescent dinner roll		United States	e	349.0	16.28	4.65	41.86	9.3	4.65	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Cinnamon rolls with cream cheese icing	en:eggs,en:milk	United States	e	364.0	13.64	6.82	54.55	25.0	4.55	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 break & bake cookie dough		United States	e	421.0	15.79	7.89	65.79	42.11	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 break & bake style cookie dough, deluxe chocolate chunk		United States	e	447.0	18.42	9.21	63.16	39.47	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Cocoa burst sweetened corn cereal with real cocoa		United States	e	393.0	0.0	0.0	89.29	46.43	3.57	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Magic shapes sweetened toasted oat cereal with marshmallows		United States	d	375.0	3.75	0.0	80.0	35.0	7.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 Sweet & Sour Spare Rib Sauce		United States	d	216.0	0.0	0.0	51.35	29.73	0.0	condiments	sauces	groceries
Barbados unsulphured molasses		United States	d	286.0	0.0	0.0	71.43	61.9	0.0	sweeteners	syrups	simple-syrups
unsulphured black strap molasses		United States	b	39.9	0.0	0.0	11.0	11.0	0.0	sweeteners	syrups	simple-syrups
 Blackstrap Molasses		United States	d	200.0	0.0	0.0	52.38	52.38	0.0	sweeteners	syrups	simple-syrups
Johnnie FAIR Pancake and waffle syrup		United States	d	366.66666666667	0.0	0.0	93.333333333333	43.333333333333	0.0	sweeteners	syrups	simple-syrups
Refried beans with jalapeno		United States	a	108.0	1.92	0.77	16.92	0.77	5.38	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 potato hamburger buns		United States	c	283.0	2.83	0.0	58.49	9.43	7.55	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Swirl	en:gluten	United States	b	274.0	1.58	0.0	57.89	9.47	8.42	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 manischewitz, seedless rye bread		United States	d	409.0	4.55	0.0	77.27	4.55	13.64	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Howard's onion juice		United States	c	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
 jalapeno navy beans, slab bacon, slab bacon		United States	a	101.0	0.39	0.0	17.05	0.0	6.98	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 kidney beans, jalapeno		United States	a	109.0	0.39	0.0	20.93	0.0	6.2	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Honey Creamy Peanut Butter Spread		United States	c	562.5	46.88	6.25	28.13	12.5	18.75	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Mccormick rub		United States	d	250.0	0.0	0.0	50.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Old Bay Hot Sauce		United States	c	20.0	0.0	0.0	0.0	0.0	0.0	condiments	sauces	groceries
 poultry, salads, and meats		United States	c	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Tiny whole green beans		United States	unknown	35.294117647059	0.0	0.0	7.0588235294118	3.5294117647059	1.1764705882353	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Cw petite whole green beans		United States	a	35.294117647059	0.0	0.0	7.0588235294118	3.5294117647059	2.3529411764706	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Early harvest supersweet petite corn		United States	a	78.0	1.11	0.0	15.56	6.67	3.33	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
California & washington early harvest petite peas		United States	a	80.0	0.0	0.0	13.79	4.6	4.6	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Kentucky kernel seasoned flour		United States	d	292.0	0.0	0.0	66.67	0.0	8.33	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Oven Roasted Tomatoes		United States	c	19.0	0.0	0.0	4.62	0.0	0.77	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Navy Beans With Creole Mirepoix		United States	a	77.0	0.77	0.15	13.08	1.54	4.62	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Creole Cream Style Navy Beans		United States	a	100.0	1.15	0.0	17.69	3.08	6.15	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 Premium Select Red Beans		United States	a	347.0	1.33	0.0	61.33	2.67	22.67	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
French dip au jus concentrated sauce		United States	c	25.0	0.0	0.0	5.0	0.0	5.0	condiments	sauces	groceries
Adobo tequila bold sauce	en:milk	United States	c	97.0	5.56	0.0	8.33	2.78	2.78	condiments	sauces	groceries
Johnnys Black Garlic Caesar Dressing		United States	e	566.66666666667	60.0	10.0	3.3333333333333	0.0	3.3333333333333	condiments	sauces	groceries
Infused balsamic vinegar		United States	b	33.0	0.0		13.33	13.33	0.0	condiments	sauces	groceries
Marsala cooking wine		United States	c	100.0	0.0		13.33	6.67	0.0	condiments	sauces	groceries
Imported white cooking wine		United States	c	67.0	0.0		10.0	0.0	0.0	condiments	sauces	groceries
Organic unfiltered red wine vinegar		United States		0.0	0.0		0.0	0.0	0.0	condiments	sauces	groceries
Giant Wheat Bread		United States	b	250.0	3.57	0.0	46.43	3.57	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 sauerkraut		United States	unknown	17.0	0.0		3.33		0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
The original texas toast with real parmesan		United States	d	375.0	18.75	6.25	37.5	0.0	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 provolone & parmesan cheese pizzeria dip'n sticks	en:gluten,en:milk	United States	c	236.0	8.33	2.78	31.94	2.78	8.33	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Portizza Portabella Cap With Cheese Pizza Stuffing		United States	b	96.0	6.14	3.07	3.51	1.75	7.02	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 fresh 'n clean, fresh 'n clean sliced mushrooms		United States	a	24.0	0.0	0.0	2.35	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Baby Bella (Crimini)		United States	a	35.0	0.0	0.0	4.71	1.18	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Fresh Mushrooms		United States	a	24.0	0.0	0.0	3.53	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Fresh mushrooms		United States	a	24.0	0.0	0.0	3.53	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
America'S Favorite Mushroom		United States	a	35.0	0.0	0.0	4.71	1.18	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Fresh 'N Clean Sliced Mushrooms		United States	a	24.0	0.0	0.0	2.35	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 baby bella mushrooms		United States	b	118.0	8.24	4.71	3.53	2.35	7.06	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Crab seasoning flavored cheese stuffed baby bella mushrooms		United States	b	111.11111111111	7.7777777777778	5.0	3.3333333333333	2.2222222222222	7.7777777777778	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 baby mushrooms		United States	a	35.0	0.0	0.0	4.71	1.18	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 d'lightful sliced portabella		United States	a	29.0	0.0	0.0	3.53	2.35	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
D'lightful portabella caps mushrooms		United States	a	29.0	0.0	0.0	3.53	2.35	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Dried Morel Mushrooms		United States	a	300.0	0.0	0.0	80.0	0.0	10.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Dried Woodear Mushrooms		United States	a	300.0	0.0	0.0	80.0	0.0	10.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Dried Shiitake Sliced Mushrooms		United States	a	300.0	0.0	0.0	80.0	0.0	10.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Sliced Baby Bella Crimini		United States	a	35.0	0.0	0.0	4.71	1.18	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Baby bella ( crimini)		United States	a	35.0	0.0	0.0	4.71	1.18	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 sliced mushrooms		United States	a	24.0	0.0	0.0	3.53	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 Arizona Heat		United States	d	200.0	0.0		20.0	20.0	0.0	condiments	sauces	groceries
Simply squeeze blueberry puree infused syrup		United States	d	256.0	0.0		64.1	61.54	0.0	sweeteners	syrups	simple-syrups
Passion fruit puree infused syrup	en:sulphur-dioxide-and-sulphites	United States		256.0	0.0		61.54	61.54	0.0	sweeteners	syrups	simple-syrups
Pineapple puree infused syrup		United States		333.0	0.0		83.33	83.33	0.0	sweeteners	syrups	simple-syrups
Simple Syrup		United States	d	266.66666666667	0.0	0.0	63.333333333333	63.333333333333	0.0	sweeteners	syrups	simple-syrups
Infused strawberry simple syrup		United States	d	300.0	0.0	0.0	76.666666666667	73.333333333333	0.0	sweeteners	syrups	simple-syrups
Finest Call Strawberry		United States	e	141.0	0.0	0.0	35.0	34.0	0.0	plant-based-foods-and-beverages	beverages	condiments
 Premium Triple Sec Syrup, Orange		United States	c	133.0	0.0		33.33	33.33	0.0	sweeteners	syrups	simple-syrups
 flavored italian style bread crumbs		United States	c	382.0	4.41	0.0	70.59	5.88	14.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Imported Quartered Marinated Artichoke Hearts		United States	a	71.0	3.57	0.0	10.71	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Crisp Crunchy Crisps Pea & Chickpea Snacks		United States	c	428.57142857143	8.9285714285714	0.0	71.428571428571	0.0	14.285714285714	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Mild great guacamole mix		United States	not-applicable	556.0	0.0		55.56		0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Great Guacamole Mix		United States	d	277.77777777778	0.0	0.0	55.555555555556	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Super slaw mix		United States	e	333.0	0.0		66.67	66.67	0.0	condiments	sauces	groceries
Potato Toppers Seasoned Topping		United States	d	437.5	12.5	0.0	62.5	0.0	12.5	condiments	sauces	groceries
 Italiann Style Plain Breadsticks		United States	c	400.0	10.0	0.0	73.33	0.0	13.33	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 breadsticks, sesame		United States	c	467.0	16.67	0.0	66.67	0.0	13.33	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Italian Kaiser Rolls		United States	c	274.1935483871	3.2258064516129	0.0	53.225806451613	4.8387096774194	8.0645161290323	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Big italian family-size homestyle bread		United States	b	243.0	1.35	0.0	48.65	2.7	8.11	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Multi-seed premium bread		United States	a	2.5	5.0	0.0	45.0	7.5	10.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 WHOLE Wheat Preminum Bread		United States	c	250.0	2.5	0.0	47.5	7.5	10.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sourdough English muffins		United States	b	213.11475409836	1.6393442622951	0.0	40.983606557377	1.6393442622951	6.5573770491803	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
English Muffins plain		United States	b	213.11475409836	0.81967213114754	0.0	40.983606557377	1.6393442622951	6.5573770491803	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Blueberry Naturally and Artificially flavored bagels		United States	b	282.35294117647	1.1764705882353	0.58823529411765	57.647058823529	8.2352941176471	9.4117647058824	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 salted roasted peanuts		United States	d	607.0	53.57	8.93	14.29	3.57	28.57	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 honey dry roasted peanuts, salted		United States	c	571.0	46.43	7.14	21.43	7.14	25.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 crunchy peanut butter, peanut		United States	c	625.0	50.0	9.38	18.75	9.38	21.88	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Marshmallow treasures frosted whole grain oat		United States	d	380.95238095238	3.5714285714286	0.0	83.333333333333	40.47619047619	7.1428571428571	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Fruity crunch	en:gluten	United States	d	405.0	3.57	0.0	85.71	45.24	4.76	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Apple Crunch	en:gluten	United States	d	384.62	2.56	0.0	87.18	43.59	5.13	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 oats & almonds naturally flavored, lightly sweetened corn & whole wheat flake cereal with granola & sliced almonds	en:nuts	United States	b	400.0	6.25	0.0	82.5	17.5	7.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Pasta sauce - tomato onion & garlic		United States	a	70.0	1.5	0.0	11.0	8.0	2.0	condiments	sauces	groceries
Syrup butter flavored		United States	d	333.33333333333	0.0	0.0	81.666666666667	40.0	0.0	sweeteners	syrups	simple-syrups
 maple flavored		United States	d	333.33333333333	0.0	0.0	83.333333333333	41.666666666667	0.0	sweeteners	syrups	simple-syrups
 lite syrup, butter		United States	c	167.0	0.0	0.0	43.33	23.33	0.0	sweeteners	syrups	simple-syrups
plain bread crumbs	en:gluten,en:milk,en:soybeans	United States	c	367.0	3.33	0.0	73.33	6.67	13.33	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Zipper peas		United States	a	147.0	0.67	0.0	25.33	1.33	9.33	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Butter Peas		United States	a	138.0	0.62	0.0	25.0	2.5	6.25	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Deluxe tiny lima beans		United States	a	133.0	0.6	0.0	25.3	1.2	7.23	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 deluxe tiny lima beans		United States	a	133.0	0.0	0.0	24.1	2.41	7.23	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Speckled Butter Beans		United States	a	132.0	0.0	0.0	23.68	2.63	6.58	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Southern classics speckled butter beans		United States	a	132.0	0.0	0.0	25.0	1.32	7.89	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Deluxe Whole Green Beans		United States	a	36.0	0.0	0.0	6.02	2.41	1.2	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Deluxe whole green & yellow beans		United States	a	42.0	0.0	0.0	8.43	3.61	1.2	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Baby Cut Okra		United States	a	36.0	0.0	0.0	7.14	2.38	1.19	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Sliced yellow squash		United States	a	18.0	0.0	0.0	3.61	1.2	1.2	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Dwarf Siberian Baby Leaf Kale		United States	a	29.0	0.0	0.0	3.53	0.0	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Southern Classics Chopped Mustard Greens		United States	a	29.0	0.0	0.0	3.53	0.0	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 turnip greens with diced turnips		United States	a	29.0	0.0	0.0	3.53	1.18	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Turnip Greens With Diced Turnips		United States	a	29.0	0.0	0.0	3.53	1.18	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Southern Classics Mixed Greens		United States	a	34.0	0.0	0.0	3.37	0.0	2.25	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Air fryer halved brussels sprouts		United States	a	105.88235294118	4.7058823529412	0.58823529411765	12.941176470588	2.3529411764706	3.5294117647059	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Skillet Broccoli & Cauliflower		United States	b	48.780487804878	1.219512195122	0.0	7.3170731707317	2.4390243902439	2.4390243902439	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
